path	speaker_id	offset	duration	que	spa
quechua_01071.wav	JORGE	0.0	5.51	sulpaykuykikum tayta mario mejía kay maytu ruwasqaskirayku	gracias señor mario mejía por este folleto
quechua_02672.wav	MARCOS	0.0	29.05	es nuevo código procesal penal dos bueno seis vacantes seis abogados se requiere derecho civil seis liderazgo y transparencia seis ortografía y redacción seis etiqueta social seis abordaje a las victimas de violencia familiar y sexual seis cultura y física seis bueno chayta vacantes nin kaypin arí entonces chaynaqa ahh chaymanta kachkantaq codigo	es nuevo código procesal penal dos bueno seis vacantes seis abogados requeridos derecho civil seis liderazgo y transparencia seis ortografía y redacción seis etiqueta social seis trato a víctimas de violencia familiar y sexual seis cultura y físico seis bueno esa vacante dice aquí sí entonces ahh entonces también hay código
quechua_07287.wav	FELICIA	0.0	30.0	imaymanamanta panelmanta huk trabajo rurarikapunqa chaykunamantawan carreteramanta chaykunamanta paykuna uyarichkanku napaykurikuni llapan uyarikkunata diez chunka horasta paykuna tomananku caserioman chaytan ñuqa willarikuyta munaskani panay kusami turay chayllachu karichkan napaykuchu pikunapaq napaykullinitaq llapan uyariqkunapaq doctor	varios paneles se hará un trabajo sobre esos y el camino de los que están escuchando saludo a todos los oyentes diez diez beben por el pueblo que quiero decirle a mi hermana mi querida hermana eso es todo hay saludos para quien saludos a todos los oyentes doctor
quechua_03506.wav	MARCOS	0.0	28.04	minka minkalla ayni aynilla yanapanakusun kuskamanta willarinakusun arí wawqipaniykuna imaynallam imaynallam kaypiña kutirimunchik wawqipaniykuna kaymi kay programa sumaq ayñi radio andahuaylas wayra wasintakama chayayka	minka minkalla ayni ayni ayni ayúdennos juntos digamos si mis hermanos como están como están de vuelta aquí mis hermanos y hermanas este es el programa hermosa ayni radio andahuaylas ondas que llegan
quechua_04041.wav	MARCOS	0.0	27.04	hatun wañuyman hatun huchaman dios taytapa reynonmanta rakisqa kayman aparquwanchik kaynaña aquhinaña kay pachapi runakunata solamente huk runapa huchan solamente huk huchalla y chaymi romanos capítulo seis versículo veinti tres niwanchik por cuanto todos pecaron estan destituidos de la gloria de dios imaynam	gran muerte gran pecado separación del reino de dios el padre nos ha llevado al mundo así el pecado de un solo hombre un solo pecado y eso es lo que nos dice romanos capítulo seis versículo veintitrés porque todos han pecado están privados de la gloria de dios cómo
quechua_07726.wav	FELICIA	0.0	30.0	kay comunidad anchata mañarikurqayku hina arí kunanqa kayqa institucón pública kutipun nintaq hinallataq arí ancha sumaqta kayqa napaykurillaykutaq haqay ugel asangaro ñin maypichus pay chikaqa ancha sumaqta yanapaykuwanku kaypi ñin chikaqa paykunapaq ancha sumaq munay napaykuy maytaq kayqa chunka suqtayuq punchawta huntarichkanqaku kayqa huk watatawan maytaq paykunapaq chikaqa hinallataq arí kayqa qaperos arí waykurimuchkanqa nintaq ancha sumaqta paqarin	esta comunidad preguntamos mucho como si ahora esta es una institucion publica atras y si muy lindo este es un saludo a ese ugel asangaro donde realmente nos ayuda aqui dice que son muy lindos saludos donde esto va a estar dieciséis dias esto es otro año donde estan de verdad y si esto es kaperos si estara cocinando dice que esta muy lindo mañana
quechua_04317.wav	MARCOS	0.0	27.04	kay perú suyunchikpi kimsa tutamanta pichqa chunka yupayniyuqña napayku chikaqa runa masinchikkunapaq pikunachus suyarikamuchkanku hinantin kay karu llaqtakunapi allin punchaw kaychun maymanta waqyarikamuchkanki imam sutiyki buenos días wawqiy jaime buenos días paniy norma allin punchaw imaynalla wawqiy paulino allinllachu paqariykuchkanki kusikuy musuq wata kachun kusallata kusirikusun feliz año nuevo	son las tres de la mañana cincuenta numeros saludos a toda nuestra gente que esta esperando en todo el mundo buen dia desde donde llamas como te llamas buenos dias hermano jaime buen dia hermana norma buen dia como estas hermano paulino bueno mañana feliz año nuevo feliz año nuevo
quechua_01767.wav	MARIA	0.0	16.18	chakra llamk'aqpas kuchurpariwaptinkuqa utqhaylla allinyarquspa huk hunt'asqa k'uykaman kutiyku huk k'uykamantaqa iskayman kimsaman ima rakikuyta atiyku	Incluso si el granjero nos corta, nos recuperamos rápidamente y volvemos a ser un capullo completo y podemos dividirnos en dos o tres pedazos en lugar de un capullo.
quechua_03394.wav	MIGUEL	0.0	29.05	karqa manam chaynapi reykuna sasachakuypi tarikunanpaq kunanmi nehemias rey artajerjespa waqtanpi kachkan nehemiasmi manaraq rey artajerses mikuyta mikuykuchkaptinmi hina chay platonmanta nehemias mikuq primerota hinaptin iskay kimsa cucharata mikuykuptinñam hina chay platollamanta nehemiaspa	no era para que los reyes estuvieran en problemas ahora nehemías está al lado del rey artajerjes nehemías es antes de que el rey artajerjes comiera la comida del plato nehemías comió primero y luego después comió unas cuantas cucharadas del mismo plato nehemías
quechua_03454.wav	MIGUEL	0.0	25.06	wawqipanikuna chaynallataq educación secundaria secundariapaqpas kachkan cabalchanpi wawqipanikuna superior arí kaypi kachkan sumaq librokuna sumaq librokuna warmachakunapaq kay primariapi kaqkunapaq secundaria kaqkunapaq hanaypiña superiorpi kaqkunapaq chaynallataq universitario chaykunawanpas kachkan sumasumaq kay kachkantaq librokuna kay sumaq medicinamanta medicina chaynallataq derechomanta ingeniería hinallataq computación	hermanos y hermanas y la educacion secundaria para secundaria esta a caballo hermanos y hermanas superiores si aqui hay libros hermosos libros hermosos para niños de primaria para secundaria para superior y universidad con ellos tambien hay maravilloso esto hay libros para medicina maravillosa medicina y derecho ingenieria y informática
quechua_00996.wav	JORGE	0.0	10.96	achkha simi yachaqkunapas mana riqsisqan pachapi tarikuspankuqa imapas rimanakuy qispichiyta manam atinmankuchu	Incluso muchos estudiantes de idiomas pueden no ser capaces de establecer ninguna comunicación cuando se encuentran en un mundo desconocido.
quechua_02755.wav	MIGUEL	0.0	29.05	kaymantapas calleta lluqsirqunki hinaptin warmachakuna mamay wakta rantiykapuway rantiykapunki mamay wakta rantiykapunki mamay kayta rantiykamunki warma chayman costumbrarpallakun chayna rurayman warmatapas sumaqta uywananchik hinaptin riki quykunki qullqichata qullqita quykuptiyki maymantaq rin nisqaykipi hina internet internet imatam chay warma ruran chay peleaqkuna violencia chaymi manachu chaypi kachkan puntos pim wañuchiq kaqmi huk punto bravo allinta sipichkan pim wañuchiq arí bravo chaymanta pacham	sales aquí a la calle y los niños mamá me compra otro mamá compra otro mamá compra este niño se acostumbra y tenemos que criar bien al niño y luego das dinero cuando das dinero donde va como internet internet ¿Qué hace el niño? Los luchadores son violentos. Entonces, ¿no hay puntos? ¿Quién mata? Un punto. Bravo está bien bebiendo quién es el asesino, sí, bravo, es desde entonces.
quechua_02633.wav	MARCOS	0.0	25.06	hinaspaykitaq necesidadniyuq runakunata yanapay manañam puñukuna tiempopiñachu kanchik señorpa kutimuyninmi llumpay cerca ñam dios taytapa palabranta apirikuspa puririnanchik tiempo chayamunña sasachakuy tiempokunatam rikuchkanchik pero manaraqmi dios tayta kasuyta munachkanchikchu qay	y ayuda al necesitado no estamos en el tiempo de dormir la venida del señor esta muy cerca es tiempo de llevar la palabra de dios estamos viendo tiempos difíciles pero aún no estamos dispuestos a obedecer a dios ayer
quechua_02911.wav	MIGUEL	0.0	21.06	watuchik karqan imam kasqa tijeram tijeram kasqa a ver yapachaykuy rinrillayta kuyuchiy maykamapas risaqmi kusa hukchanri hukcha kasqa puka rumicha mana huqariy atina mana huqariy atina	visita fue lo que fue tijeras tijeras fue un ver agregar mueve mi oreja Iré a cualquier parte es bueno de lo contrario es una pequeña piedra roja que no se puede levantar no se puede levantar
quechua_04543.wav	MARCOS	0.0	22.07	iglesiaman chayaykamuwachkanchik yanqataq ñuqapas kani pastormi ñuqapas kani profetam nispataq chayaykamusuchkankiman pero diospa palabranmi nin pero kayna sunquyuqkuna o sunquntaqa manam runapataqa yachanchikchu sunquntaqa manam	ellos vienen a nosotros en la iglesia y yo soy pastor y soy profeta y ellos vienen a ustedes pero la palabra de dios dice pero estos corazones o el corazón del hombre no conocemos el corazón del hombre no
quechua_04186.wav	MARCOS	0.0	25.06	imatawanraqcha chayman riki rurarqanku maypitaq riki chayqa kay villason kay potosí llaqtapi waqiykuna panaykuna kimsa chunka marzo killamanta hasta kimsa punchaw abril killakama kay watapi kay hinapim waqiykuna paniykuna chay sipasta zavala villavicencio ahinapim yuyuyuqta riki mikurispanku maymanta kasqa chay	que mas le hicieron donde esta este villason en potosi mis hermanos del treinta de marzo al tres de abril de este año mis hermanos la niña zavala villavicencio entonces se comieron los huevos de donde era
quechua_03228.wav	MIGUEL	0.0	29.05	chayta nichkarqa kay llapa runakunam karqa rumi sunqu kikillankumanta piensakuq kikillankupaq imapas maskhaq imapas munaq manam karqachu runa masinku kuyapayaq kay pero cuando cristo sunquman yaykun cuando cristo runapa sunqunta cambian hinaptinqa manam kikillanmantaña piensaqchu kanqa	estaba diciendo que todas estas personas eran tercas egoístas egoístas que buscaban cosas no tenían compasión por sus semejantes pero cuando cristo entre en el corazón cuando cristo cambie el corazón del hombre entonces ya no será egoísta
quechua_07865.wav	FELICIA	0.0	30.0	qalan presidentekuna chaymanta qalantin teniente gobernadorkuna hinaptin diez chunka uyariqmanta ya chaypi rimarinqaku imamanta chay campaña agricola dos mil diecisiete dos mil dieciocho chaypi imataq faltan ima semillakunataq faltan tractorchu faltan avenachu faltan isforación ninku paykuna an chaykunamanta rimarinqaku imaynas consejo municipal chaykuna apoyarinmanchus manachus chaymanta rimarinqaku imasumaqta	presidentes desnudos y vicegobernadores desnudos y luego diez de cada diez oyentes ya ahí hablarán de lo que es la campaña agrícola dos mil diecisiete dos mil dieciocho allí lo que falta qué semillas faltan tractor falta avena desforración dicen que hablan de cómo el ayuntamiento puede apoyar a ellos
quechua_01161.wav	JORGE	0.0	1.77	qumun kay qillqata	da esta carta
quechua_02801.wav	MIGUEL	0.0	23.04	tayta riqsiqchu kanki piensanki dios tayta chay karupi kasqaykiwan dios nillay yanapaykuway nisqaykita uyarisunaykita manam uyarisqachu kanki porque qamqa interesniykita maskhachkanki imanasqa mana tayta dios riqsisqayki rayku dios tayta riqsiqkunaqa david nisunchik daniel hinam tukuy tiempo	¿Conoces a dios padre? ¿crees que dios padre con esa distancia dile a dios que te ayude a escucharte? no eres escuchado porque estás persiguiendo tus intereses por qué no conoces a dios porque conoces a dios padre diremos david como daniel todo el tiempo
quechua_00816.wav	JORGE	0.0	6.04	haucaycusqui hina kaqlla qillqasqa kay rimaysi otoño kasqa	haucaycusqui como la misma ortografía esta palabra era otoño
quechua_01107.wav	JORGE	0.0	3.13	imapaqmi kaynata cine ruraq qispichirqa	¿Por qué el cineasta creó esto?
quechua_08021.wav	FELICIA	0.0	30.0	panay ima willakuy kachkan usqayllata turachay imarayku kayqa kay inti watana atipaykuchkawanchik imaynalla panachay muchas gracias allin riqsikuyki kay paqarinpi ñuqa waqarikusaq ñuqa lampa llaqtamanta ñuqa waqarikusaq a los usuarios de agua potable nisqapi kachkan sábado punchawta isqun horas pasminmanta chaypi reunionta aparisaqku panay	hermana cual es la noticia rapido hermana porque este es este año soleado como estas hermana muchas gracias bienvenida a ti esta mañana estaré llorando soy de lampa town estaré llorando a los usuarios de agua potable es el sábado a las nueve Pasado el reloj tendremos una reunión hermana.
quechua_03795.wav	MARCOS	0.0	29.05	karqa pero kayna runa kachkaptinpas señormi pampachaykurqa quchanta hinaspami ruraykurqa hatun sierbunta apóstolninta huk samaritana warmi suqta qariwan karqa y señormi nirqa qusaykita qayamuy kawsay qukuq yaku qunaypaq niptinmi nirqa kay pay	era pero a pesar de que era tal hombre el señor perdonó su lago y lo hizo un gran siervo de su apóstol una mujer samaritana tenía seis hombres y el señor dijo llama a tu marido y le daré agua que da vida y él dijo esto ella
quechua_03704.wav	MARCOS	0.0	26.06	y chaymi dios taytapa palabranpi tarinchik éxodo capítulo diecisiete versículo diez a doce kaynata niwanchik éxodo capítulo diecisiete versículo diez once y doce dios taytapa palabran nin kaynata hinaptinmi moiséspa kamachisqanman hina	y así en la palabra de dios encontramos en éxodo capítulo diecisiete versos diez al doce dice en éxodo capítulo diecisiete versos once y doce la palabra de dios dice y según el mandamiento de moisés
quechua_04215.wav	MARCOS	0.0	25.06	ovejakunata mana desanparadullatachu sino dispersa ninmi es decir chiqisqata paykuna kachkasqa chiqisqa ichapas qammi ñuqa nichwanchik ñuqaykuqa manam chiqisqachu kaniku huñuchallam iglesiapi kachkaniku pero haykaraq hina iglesiapi aparentemente huñulla kachkanchik pero chiqisqa huknin hermano huk	ovejas no solo indefensas sino dispersas significa dispersas ellas fueron dispersadas tal vez tu y yo podemos decir no estamos dispersas somos un grupo pequeño en la iglesia pero cuanto como en la iglesia aparentemente estamos juntos pero esparcidos un hermano otro
quechua_07703.wav	FELICIA	0.0	30.0	chisinpin imakunan karichkan nisunmancha arí kay puno llaqtapi pikunachus karichkanku pueblos originarios nisqakuna paykunan puririnku haqay runamasikuna uros chulluni cheqanmanta chayaykamusqaku hinaspa kay plaza chiqanpi ninku riki manan nuqaykupaqqa imapas kunan punchaw karinanchu ima manan karinmanchu ima yuwariypas ima rayku	en la tarde que esta pasando podemos decir si en este pueblo quienes son los pueblos indigenas estan caminando la gente que vino de uros chulluni y en esta plaza dicen que hoy no hay nada para nosotros que no debe haber memoria del porque
quechua_02429.wav	LUCIA	0.0	7.6	huch'a pampachay qunqay wiñaypaq sayachiy hinaspa qulluchiy tukuy hayratasan	pequeño perdón olvida la parada permanente y cancela todo hayratasan
quechua_06307.wav	GUILLERMO	0.0	24.86	kaykaman karqan congreso de la republicaq wayra wasinmanta huchuy willakuykuna kay willakuytan ruruchimun oficina de comunicaciones kunantaq minkamuykichik watukuq haykunaykichispaq página web www punto congreso punto gob punto pe las redes sociales y el canal del congreso	hasta el momento han habido pequeñas noticias del congreso de la república por las ondas esta noticia es producida por la oficina de comunicaciones y ahora los invito a visitar el sitio web www punto congreso punto gob punto pe las redes sociales y el canal congreso
quechua_04803.wav	MARCOS	0.0	28.04	cuando payqa doctorkunata uyarirqa kaynata rurasun kayman rurasun kaymanri wakmanri kaynata analizachikarqamuy pero manam karqachu resultado porque runapa voz ninqa manam kuyasqa uyarillaykunam muchas veces sanowananchikpaq garantiachu pero kunanqa uyariykum kay warmi verdadero medicuta kay warmi uyarirurqa pasaq punchawpi ima	cuando escuchó a los médicos lo analizaron así pero no hubo resultado porque la voz humana dice que solo escuchar el amor muchas veces no es garantía de curación pero ahora escuchamos a esta mujer doctora real esta mujer escuchó el día pasado lo que
quechua_07282.wav	FELICIA	0.0	30.0	compañero mario achay wawqikuna ayaviri azangaro chay wawqiykuna huk comunicadota willarikuyta munachkani sábado punchawta kanqa sábado siete anchay punchawta kanqa a las diez de la mañanata hatun huñunakuy kay urbanización vila totorani anchaypi an chaypaq kay wawqiykuna qamkunapas willarispan qalan hamuruychik anchaypi ñuqanchik hunuykusunchik	camarada mario achay hermanos ayaviri azangaro los hermanos quiero anunciar un comunicado el sabado sera el sabado siete mismo dia sera a las diez de la mañana una reunion grande en la urbanizacion vila totorani muy an para estos hermanos tambien informan desnudos vengan muy nos encontraremos
quechua_04537.wav	MARCOS	0.0	22.07	pim pantachikuykuna aswan masta yapapaykamun chaymi kuyasqay uyariqllay llapallan iglesiam diostaytapa llaqtan yuyayman yaykunanchik tanteariyman yaykunanchik uyan uyanlla kawsananchik pastorkuna	quien esta aumentando los errores entonces mi querido oyente toda la iglesia es el pueblo de dios debemos entrar en la mentalidad de la decisión debemos vivir cara a cara pastores
quechua_04190.wav	MARCOS	0.0	25.06	ratollam rurasqanku trámite nisqakunata gestión nisqakunata hinaspam riki kay puno llaqtaman apakamunankupaq hak hinanpim wawqiykuna paniykuna llamkarisqataq ratolla pitaq maytaq kay willakamun riki coordinador unidad de víctimas y testigos judabid mareo alberto nuñez laura paymi wawqiykuna peruano masinchik paymi nin	rapido hicieron la gestion de tramites y luego para traerlos a puno hak entonces mis hermanos trabajaron y rapido quien donde esto denuncio el coordinador de la unidad de victimas y testigos judabid mareo alberto nuñez laura el es mis hermanos peruanos dice
quechua_00461.wav	ALEXANDRA	0.0	11.68	yachay wasipi qillqay yachachinapaqqa qhawanataqmi warmakunapa yachayninta imay killapi kasqanchikta tayta mamakunapa yanapakuyninta ima	enseñar a escribir en la escuela también requiere del conocimiento de los niños, del mes en el que nos encontramos y del apoyo de los padres
quechua_01618.wav	MARTA	0.0	4.24	ari maria yankataq qunqarquwaq llapa ima nisqayta	si maria en vano olvidarías todo lo que dije
quechua_02866.wav	MIGUEL	0.0	20.05	tayta diospa espiritunmi ñuqapi kachkan hinaptinmi kayta rimarispanmi nirqa kay primer allin noticia puntakaq kaq allin noticia kaynata nin tayta diosmi zapaqchawaspa kamachiwarqa wakchakunaman allin noticia willakamunaypaq chaymi karqa allin	el espíritu del señor está sobre mí y dijo esta es la primera buena noticia la primera buena noticia dice el señor me ha ungido y me ha mandado predicar buenas nuevas a los pobres que eran buenas
quechua_00486.wav	CARLOS	0.0	22.8	turay ima kay tutamanta qipallapiña napaykukuychu kachkan imam kachkan turay ñuqa panay norma quejarqukullaymantaq kay santa rosa llaqtapi hospital santa rosapi mana atención kallantaqchu más rogasqa kanku chay doctorkuna chay enfermerokuna mana atendenchu mamitay aqaypi nisqanman hinapas	hermana cual es el saludo despues de esta noche que es hermana soy hermana norma quejarme que en el hospital santa rosa santa rosa no hay atencion mas suplicado son los medicos las enfermeras no atienden a mi madre como lo dijeron arriba
quechua_00040.wav	MANUEL	0.0	10.97	huk watas hawkalla chay wasipiqa llamkapakusqa chaymantataq tiyunman watuq risqa wakin irqikunawan riqsirqunakusqa	Trabajó tranquilamente en la casa durante un año y luego fue a visitar a su tío y conoció a algunos de los niños.
quechua_02154.wav	LUCIA	0.0	2.83	isqun chunka tawayuq ñiqin phakma	nonagésimo cuarta fase
quechua_00844.wav	JORGE	0.0	20.84	sapa watam mayo killapi iskay chunka hukniyuq p'unchawta perú suyupiqa tawa chunka isqun niyuq tawa chunka isqunniyuq aylluchasqa simikunata llapa runakunapa rimasqanrayku wiñay wiñaypaq yurarisunchik hinaptin ministerio de culturapa kamachisqantaqa el peruano qillqapi qhawarichichkanku	cada año en mayo el día veintiuno de las cuarenta y nueve lenguas indígenas del peru será recordado para siempre y se publica en el peruano la orden del ministerio de cultura
quechua_06142.wav	GUILLERMO	0.0	30.0	alta competencia deportiva anchata añanchaykichik perú suyuntinpi uyariqñiykunata micha killachay punchaw kama sumaqllaña kaykaman karqan congreso de la repúblicaq wayra wasinmanta huchuy willakuykuna kay willakuytan ruruchimun oficina de comunicaciones kunantaq minkamuykichis watukuq haykunaykichispaq página web www punto	alta competición deportiva muchas gracias a mis oyentes en todo el país del peru hasta el día de mayo fue maravilloso hasta el momento hubo pequeñas noticias desde el congreso de la república ondas esta noticia es producida por la oficina de comunicaciones y ahora los invito a visitar el sitio web punto www
quechua_03865.wav	MARCOS	0.0	29.05	diosmi diostayta apesar que kayna diostaytapa palabranta uyarichkaspa mana kasuq kachkaptinchikpas paymi hinalla ñuqanchikunaman hatun promesankunata cumplen chay promesankunaqa kuyayllapaqmi chay promesankunaqa hatun bendicionmi chay promesankunaqa hatun kawsarichiqninchik kallpanchaqninchikmi	dios es mi dios apesar que a pesar de que somos desobedientes a esta palabra de mi dios el aun así cumple sus grandes promesas para con nosotros sus promesas son encantadoras sus promesas son de gran bendición sus promesas son su gran avivamiento y fortaleza
quechua_07702.wav	FELICIA	0.0	30.0	paytaqa ancha kamiykunku hinaspa suqaykunku chaymi karichkan nillantaq arí ñin imaynan kay sasachakuykuna karichkan ayllukunapi maytaq kay warmikuna sarunchasqa kay qipa ayllu unay watakuna hinan karichkan chaykunan manaña karinanchu nispan kay rondas campesinas nisqakuna rimaykamunku hinaspa wakirinku justicia popular nisqa ayllukunapi chaymantari ya esta willarikuykuna karichkallantaq kunan	ella es muy abusada y golpeada, así que esto continúa y sí, como estos problemas continúan en las comunidades donde estas mujeres han sido oprimidas en la última comunidad durante muchos años, no deberían desaparecer.
quechua_07239.wav	FELICIA	0.0	30.0	qipiykupas allintaq turachay chayllachu chaylla panay norma siempre qalan kay perusuyunchikqa siempre qalalapunin apoyananchik chay kay iskay chunka pisqayuq wataña mana purinchikchu chayqa hatun atipanakuy fiestaman chayqa ojalataqcha kunanqa en el futbol no hay lógica ninchik chayqa imaynallatapas brasil	nuestras bolsas son buenas hermana eso es todo mi hermana norma siempre está desnuda nuestro país siempre está desnudo deberíamos apoyar que desde hace veinticinco años no vamos a la gran fiesta del torneo entonces ojalá ahora en el fútbol no haya lógica decimos que de alguna manera brasil
quechua_05888.wav	GUILLERMO	0.0	30.0	congresoq wayra wasinmanta pacha riqsichimuyku huchuy willakuykunatacongreso wayra wasin uyariqñinkuna imaynan kashankichik ñuqaclaudioconde ancha kusikqa hatun sunqu napaykamukichik kunanchunka pisqayuq killachay punchaw hatun puquy killa iskay waranqachunka suqtayuq watacongreso de la república perú suyuntinpi apullikunaq rimanan suntur wasimanta pacha willakuyta mastarimuyku quechua rimaypi sinchichaniyuq huchuy musuq willakuyta	congreso ondas presenta una pequeña noticiacongreso ondas oyentes como estánclaudioconde estoy muy feliz de saludarlos hoy 15 de mayo de 2016 congreso de la republica del peru presentamos un pequeño boletín en quechua
quechua_03691.wav	MARCOS	0.0	26.06	pero imaya pasaron vidanchikpi chay compromiso pakirqunanpaq pero kunanqa manañam chay rimasqanchikmanqinachu señorta servichkanchik kunanqa kachkanchik diosmanta karupim iglesiamanta karupim diospa palabranmanta karupi manaña yachachinchikñachu diospa palabranta nitaq iglesiamanpas rinchikñachu prometekusqanchikman hina maypim compromesuyki quedarqun khuyasqay uyariqllay	pero que pasó en nuestras vidas para romper ese compromiso pero ahora no estamos sirviendo al señor como prometimos ahora estamos lejos de dios lejos de la iglesia lejos de la palabra de dios ya no enseñamos la palabra de dios ni vamos a la iglesia como prometido donde queda tu compromiso querido oyente
quechua_07815.wav	FELICIA	0.0	30.0	ancha kusisqam kashan ima raykuchus kunan punchawnin wawqinchiskunapa pananchiskunapa arí aqnapuni karishan maytaq ñawpaqpi kay qillqakuykuna chayarimushan usqayllata sumaq punchaw kachun napaykarikusaq mamitay gregoria quico apasa nin en la comunidad lagonillas y para mi hijo jesus y para la familia quico apasa sumaq napaykuy pitataq kayta chayarichimun nancy tecoj nintaq picha chay ñañachanchis	muy feliz porque hoy de nuestros hermanos si es asi donde en el pasado llegan estas cartas pronto que tengas un lindo dia saludos para mi madre gregoria quico apasa dice en la comunidad lagonillas y para mi hijo jesus y para la familia quico apasa saludos quien trajo a esta nancy tecoj dice quien es nuestra hermana
quechua_02666.wav	MARCOS	0.0	29.05	imanmi nispanku incluso paykunapas tantiamunman presupuestotapas no entonces paniyay kusa kusa chayna rimasqanchik solamente juevesta chay qatipaskasunchik pero kaypim hurquni huk programaciónchata kay ya wawqichaychikuna abanquino ichaqa programacionpi ganarparuwusqanchik panichay gloria asu qarikunqa el carnaval mas alegre de abancay ah no del perú del perú entonces paykunaqa ña cronogramacionta aparamunna porque kay municipio andawaylas manaraq apachimuwanchiraqchu	lo que dicen hasta ellos pueden entender el presupuesto no entonces hermana muy bien asi hablamos solo el jueves que seguiremos pero aqui les tengo una programacion esto ya hermanos abanquino pero la programacion gano hermana gloria asu sera el carnaval mas feliz de abancay ah no peru de peru entonces ya trajeron el cronograma porque este municipio andawaylas aun no nos han enviado
quechua_03746.wav	MARCOS	0.0	28.04	manchapakunaykichu wañuytaqa jesusmi paywan kuskata hanaqpachaman almaykita apanqa ama llakikuychu wakinkuna hina imaraykuchus paykunapaqa manam kanñachu qispikuy kusikuy kunanqa kay sutinchasqakunamantawan	no tengas miedo de la muerte jesús llevará tu alma con él al cielo no estés triste como los demás porque ya no tienen el gozo de la salvación ni siquiera de estos nombres
quechua_04754.wav	MARCOS	0.0	28.04	ima unanchaq dios taytanchik amén gloria jesucristo tukuy pacha kanman rikuy qispichiqniysi señornillay chayraqmi risichkaykim chiqap	que dios creador padre nuestro amén gloria jesucristo todo el mundo ve a mi salvador señor todavía me río de ti de verdad
